Binomial,cytb,coi,nd2,nd3,rag1,bfib5,bfib7,gapdh,myo,odc
Oreophasis_derbianus,AF165471,AF165495,AY140745,NA,AY140773,NA,NA,NA,NA,NA
Oreopholus_ruficollis,EF373146,FJ027923,EF373254,NA,EF373197,NA,NA,NA,NA,NA
Oreophylax_moreirae,AY998190,NA,NA,NA,NA,GQ140153,NA,AY998208,AY998227,GQ140063
Oreopsar_bolivianus,AF089046,NA,AF109940,NA,NA,NA,NA,NA,NA,NA
Oreopsittacus_arfaki,AF346324,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreortyx_pictus,AF252860,DQ433856,AY952749,NA,NA,NA,AY952656,AY952723,NA,NA
Oreoscoptes_montanus,AF130241,EF484230,EF468206,NA,AY307203,EF468337,EF471858,NA,NA,NA
Oreoscopus_gutturalis,FJ821131,GU825762,GU825880,NA,GU825814,NA,NA,NA,FJ821095,NA
Oreotrochilus_chimborazo,NA,NA,AY830506,NA,NA,NA,AY830657 - Bfib intron 7,NA,NA,GU167049
Oreotrochilus_estella,NA,NA,AY830507,NA,NA,NA,AY830658 - Bfib intron 7,NA,NA,GU167050
Oreotrochilus_leucopleurus,U90112,FJ027925,U85722,NA,NA,NA,NA,NA,NA,NA
Oreotrochilus_melanogaster,NA,NA,GU166854,NA,NA,NA,GU166844 - Bfib intron 7,NA,NA,NA
Origma_solitaria,NA,GU825761,NA,NA,GU825813,NA,NA,NA,NA,NA
Oriolus_albiloris,NA,NA,GQ901778,GQ901749,NA,NA,NA,GQ901805,NA,GQ901723
Oriolus_auratus,NA,NA,AY136612,GQ901742,NA,NA,NA,GQ901799,NA,GQ901717
Oriolus_bouroensis,NA,NA,GQ901780,GQ901751,NA,NA,NA,NA,NA,NA
Oriolus_brachyrhynchus,NA,NA,GQ901762,GQ901733,NA,NA,NA,GQ901791,NA,GQ901709
Oriolus_chinensis,NA,EF515795,GQ901769,GQ901740,NA,NA,NA,EU273382,EU273404,GQ901724
Oriolus_chlorocephalus,NA,NA,GQ901772,GQ901743,NA,NA,NA,GQ901800,NA,GQ901718
Oriolus_cruentus,NA,NA,GQ901763,GQ901734,DQ376523,NA,NA,GQ901792,NA,GQ901710
Oriolus_flavocinctus,FJ821132,NA,GQ901758,GQ901728,FJ821063,NA,NA,EF441221,FJ821096,EF441243
Oriolus_forsteni,NA,NA,GQ901779,GQ901750,NA,NA,NA,NA,NA,NA
Oriolus_hosii,NA,NA,GQ901783,GQ901754,NA,NA,NA,NA,NA,NA
Oriolus_isabellae,NA,NA,GQ901784,GQ901755,NA,NA,NA,GQ901807,NA,GQ901725
Oriolus_larvatus,NA,NA,GQ901767,GQ901738,AY057011,NA,NA,GQ901796,NA,GQ901714
Oriolus_melanotis,NA,NA,GQ901781,GQ901752,NA,NA,NA,NA,NA,NA
Oriolus_mellianus,NA,NA,GQ901786,NA,NA,NA,NA,GQ901810,NA,NA
Oriolus_monacha,NA,NA,GQ901774,GQ901745,NA,NA,NA,GQ901802,NA,GQ901720
Oriolus_nigripennis,NA,NA,GQ901764,GQ901735,NA,NA,NA,GQ901793,NA,GQ901711
Oriolus_oriolus,NA,GQ482283,EF052693,GQ494146,AY228043,EU680667,NA,EF052755,AY228329,EU273363
Oriolus_percivali,NA,NA,GQ901775,GQ901746,NA,NA,NA,GQ901803,NA,GQ901721
Oriolus_phaeochromus,NA,NA,GQ901776,GQ901747,NA,NA,NA,NA,NA,NA
Oriolus_sagittatus,FJ499028,NA,GQ901759,GQ901729,NA,NA,NA,GQ901788,NA,GQ901705
Oriolus_steerii,NA,NA,GQ901770,GQ901756,NA,NA,NA,GQ901808,NA,GQ901726
Oriolus_szalayi,NA,NA,GQ901760,GQ901730,NA,NA,NA,GQ901789,NA,GQ901706
Oriolus_traillii,NA,NA,GQ901766,GQ901737,NA,NA,NA,GQ901795,NA,GQ901713
Oriolus_xanthonotus,NA,NA,GQ901765,GQ901736,AY443308,NA,NA,GQ901794,NA,GQ901712
Oriolus_xanthornus,AF094615,NA,AY529964,NA,NA,AY529997,NA,DQ406645,AY529929,EU272111
Oriturus_superciliosus,DQ459510,NA,DQ459530,NA,NA,NA,NA,NA,NA,NA
Ornithion_brunneicapillus,NA,NA,NA,NA,NA,NA,NA,EU231690,EU231788,EU231891
Ornithion_inerme,NA,NA,EF501915,NA,FJ501697,EF501841,NA,NA,NA,NA
Ortalis_canicollis,AF165472,AF165496,AY140746,NA,AY140774,NA,NA,NA,NA,NA
Ortalis_cinereiceps,NA,NA,AF222558,NA,NA,NA,NA,NA,NA,NA
Ortalis_garrula,AY659780,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ortalis_guttata,AY659782,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ortalis_leucogastra,AY659779,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ortalis_motmot,AY659778,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ortalis_poliocephala,AY659784,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ortalis_ruficauda,AY659781,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ortalis_vetula,L08384,NA,AF394614,NA,NA,NA,AY952651,AY952718,NA,NA
Orthonyx_novaeguineae,AF320047,NA,AY148049S1,NA,NA,NA,NA,NA,AY148951,NA
Orthonyx_spaldingii,AF320049,NA,AY148051,NA,AY057012,NA,NA,NA,AY148953,NA
Orthonyx_temminckii,AY064275,NA,AY064755,NA,AY443309,NA,NA,EF441222,AY064728,EF441244
Orthopsittaca_manilata,AF370770,EU621640,DQ143301,NA,NA,NA,NA,NA,NA,NA
Orthorhyncus_cristatus,NA,NA,AY830508,NA,NA,NA,AY830659 - Bfib intron 7,NA,NA,NA
Orthotomus_atrogularis,DQ008492,NA,DQ871379,EU247914,NA,NA,NA,NA,DQ008543,NA
Orthotomus_cuculatus,DQ008514,NA,DQ125999,NA,NA,NA,NA,NA,DQ008566,NA
Orthotomus_sericeus,NA,NA,HQ011062,NA,NA,NA,NA,NA,NA,NA
Orthotomus_sutorius,DQ008491,NA,DQ871365,EU686375,AY319992,GQ242050,GQ242073 (reversed),NA,DQ008542,GQ242154
Ortygospiza_atricollis,EU423969,NA,AF407027,NA,NA,NA,NA,NA,NA,NA
Oryzoborus_angolensis,GU215316,FJ027929,FJ176155,NA,NA,NA,NA,NA,NA,NA
Oryzoborus_crassirostris,AF489890,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oryzoborus_funereus,EF529963,EU442313,EF529851,NA,NA,NA,NA,NA,NA,NA
Oryzoborus_maximiliani,EU647919,NA,EU647954,NA,NA,NA,NA,NA,NA,NA
Otidiphaps_nobilis,AF483352,EF373384,EF373346,NA,EF373517,EU739287,EF373487 - FIB intron 7,NA,EU740001,NA
Otis_tarda,NC_014046,NC_014046,NC_014046,NC_014046,NA,NA,NA,NA,NA,NA
Otus_bakkamoena,AJ004020,NA,EU601034,EU600997,EU348919,NA,NA,NA,EU601074,NA
Otus_brucei,AJ003887,NA,NA,NA,EU348920,NA,NA,NA,NA,NA
Otus_capnodes,EU601114,NA,EU601038,EU601000,NA,NA,NA,NA,EU601078,NA
Otus_elegans,EU123911,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otus_flammeolus,AJ004022,AY666515,NA,NA,EU348909,NA,AY082404,NA,NA,NA
Otus_insularis,EU601101,NA,EU601023,EU600983,NA,NA,NA,NA,EU601059,NA
Otus_ireneae,EU601113,NA,EU601037,EU600999,NA,NA,NA,NA,EU601077,NA
Otus_lempiji,AJ004026,EF515808,EU601036,NA,EU348922,NA,NA,NA,EU601076,NA
Otus_lettia,AY142076,GQ482285,EU601033,EU600996,EU348923,NA,NA,NA,EU601073,NA
Otus_leucotis,AJ004028,NA,EU601044,EU601006,EU348930,NA,NA,NA,EU601085,NA
Otus_longicornis,AJ004031,NA,EU601043,EU600987,NA,NA,NA,NA,EU601063,NA
Otus_mayottensis,EU601122,NA,EU601046,EU601008,NA,NA,NA,NA,EU601087,NA
Otus_megalotis,AJ004032,U83779,EU601042,EU600988,EU348924,NA,NA,NA,EU601083,NA
Otus_mirus,EU601126,NA,EU601057,EU601020,NA,NA,NA,NA,EU601099,NA
Otus_moheliensis,EU601121,NA,EU601045,EU601007,NA,NA,NA,NA,EU601086,NA
Otus_pauliani,EU601125,NA,EU601058,EU601021,NA,NA,NA,NA,EU601100,NA
Otus_pembaensis,EU601123,NA,EU601049,EU601010,NA,NA,NA,NA,EU601091,NA
Otus_rutilus,EF198262,NA,EF198299,EU601003,NA,NA,NA,NA,EU601066,NA
Otus_scops,AJ004037,EF515810,EU601039,EU601001,EU348925,NA,NA,NA,EU601079,NA
Otus_semitorques,AY422980,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otus_senegalensis,EU601127,NA,EU601056,EU601019,NA,NA,NA,NA,EU601098,NA
Otus_spilocephalus,AY141979,NA,EU601040,NA,EU348926,NA,NA,NA,EU601080,NA
Otus_sunia,AY422979,GQ482286,EU601041,EU601002,EU348927,NA,NA,NA,EU601081,NA
Oxylabes_madagascariensis,AF094629,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxypogon_guerinii,NA,NA,EU042573,NA,NA,NA,EU042408 (reversed),NA,NA,NA
Oxyruncus_cristatus,AF453821,NA,NA,AY489529,FJ501698,NA,AY489431,AY336572,AY338745,DQ435492
Oxyura_australis,AF119167,NA,AY747867,NA,NA,NA,NA,AY747832,NA,NA
Oxyura_jamaicensis,AY747860,AY666448,AY747866,NA,NA,EU739288,EU739453 extraction,AY747831,EU740002,NA
Oxyura_leucocephala,AF119169,NA,AY747868,NA,NA,NA,NA,NA,NA,NA
Oxyura_maccoa,AF119168,NA,AY747869,NA,NA,NA,NA,AY747833,NA,NA
Pachycare_flavogriseum,FJ808763,NA,NA,NA,FJ808767,NA,NA,NA,FJ808771,NA
Pachycephala_albiventris,NA,NA,GQ494108,GQ494143,NA,NA,NA,EF441223,EF441259,EF441245
Pachycephala_arctitorquis,NA,NA,GQ494111,GQ494147,NA,NA,NA,GQ494045,GQ494078,GQ494059
Pachycephala_caledonica,NA,NA,GQ494095,GQ494129,NA,NA,NA,GQ494040,GQ494069,GQ494052
Pachycephala_griseonota,NA,NA,GQ494102,GQ494136,NA,NA,NA,NA,NA,NA
Pachycephala_grisola,NA,NA,EU600827,EU600809,NA,NA,NA,EU380478,EU380508,EU380442
Pachycephala_hyperythra,NA,NA,GQ494099,GQ494133,AY443310,NA,NA,NA,GQ494073,NA
Pachycephala_hypoxantha,NA,NA,GQ494105,GQ494139,NA,NA,NA,GQ494044,GQ494077,GQ494058
Pachycephala_inornata,NA,NA,GQ494081,GQ494115,NA,NA,NA,GQ494036,GQ494063,GQ494048
Pachycephala_lanioides,NA,NA,NA,GQ494114,NA,NA,NA,GQ494035,GQ494062,NA
Pachycephala_lorentzi,EF592232,NA,GQ494097,GQ494131,NA,NA,NA,NA,GQ494071,GQ494054
Pachycephala_melanura,NA,NA,EU600811,EU600794,NA,NA,NA,EU273383,EU273405,EU273364
Pachycephala_modesta,NA,NA,GQ494096,GQ494130,NA,NA,NA,GQ494041,GQ494070,GQ494053
Pachycephala_nudigula,NA,NA,GQ494113,GQ494149,NA,NA,NA,GQ494047,GQ494080,GQ494061
Pachycephala_olivacea,FJ821133,NA,GQ494082,GQ494116,FJ821064,NA,NA,EU273384,FJ821097,EU273365
Pachycephala_pectoralis,U51735,NA,AY064751,EU600795,AY064266,NA,NA,EU273385,AY064727,EU273366
Pachycephala_phaionota,NA,NA,GQ494098,GQ494132,NA,NA,NA,NA,NA,NA
Pachycephala_philippinensis,NA,NA,GQ494109,GQ494144,NA,NA,NA,EU380480,EU380509,EU380444
Pachycephala_rufiventris,NA,NA,GQ494083,GQ494117,NA,NA,NA,EU380481,GQ494064,GQ494049
Pachycephala_schlegelii,AF308763,NA,GQ494084,GQ494118,NA,NA,NA,EU380482,EU273408,EU380446
Pachycephala_simplex,EF592238,NA,EU600814,EU600797,NA,NA,NA,EU599245,GQ494065,EU273368
Pachycephala_soror,AF308764,NA,GQ494086,GQ494120,AY057013,NA,NA,EU380483,GQ494066,EU380447
Pachycephala_sulfuriventer,NA,NA,NA,GQ494140,NA,NA,NA,EU380484,EU380513,EU380448
Pachycephalopsis_hattamensis,NA,NA,NA,NA,NA,NA,NA,EF441224,EF441260,EF441246
Pachycephalopsis_poliosoma,NA,NA,FJ976515,NA,AY443311,NA,NA,NA,NA,NA
Pachycoccyx_audeberti,NA,NA,Sorenson,NA,NA,NA,NA,NA,NA,NA
Pachyptila_desolata,AF076068,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pachyptila_salvini,AF076069,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pachyptila_turtur,AF076070,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pachyptila_vittata,U74349,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pachyramphus_aglaiae,NA,DQ433057,DQ363934,NA,FJ501700,NA,NA,NA,NA,NA
Pachyramphus_albogriseus,NA,NA,DQ363935,NA,NA,NA,NA,NA,NA,NA
Pachyramphus_castaneus,NA,NA,DQ363937,NA,NA,NA,NA,EU231652,EU231750,EU231852
Pachyramphus_cinnamomeus,NA,NA,DQ363938,NA,NA,NA,NA,NA,NA,NA
Pachyramphus_homochrous,NA,NA,DQ363939,NA,NA,NA,NA,NA,NA,NA
Pachyramphus_major,NA,NA,DQ363940,NA,NA,NA,NA,NA,NA,NA
Pachyramphus_marginatus,AF123638,NA,DQ363942,AY489525,NA,NA,AY489427,NA,NA,NA
Pachyramphus_minor,NA,NA,DQ363944,NA,NA,NA,NA,NA,NA,NA
Pachyramphus_polychopterus,AF453815,FJ027932,DQ363946,NA,FJ501699,NA,NA,AY336573,AY338747,DQ435493
Pachyramphus_rufus,NA,NA,DQ363950,NA,NA,NA,NA,NA,NA,NA
Pachyramphus_spodiurus,NA,NA,DQ363951,NA,NA,NA,NA,NA,NA,NA
Pachyramphus_surinamus,NA,NA,DQ363952,NA,NA,NA,NA,NA,NA,NA
Pachyramphus_validus,NA,FJ027935,DQ363955,NA,NA,NA,NA,EU231651,EU231749,EU231851
Pachyramphus_versicolor,AF123639,NA,DQ363957,NA,NA,EF501854,NA,NA,NA,NA
Pachyramphus_viridis,NA,FJ027938,DQ363960,NA,FJ501701,NA,NA,NA,NA,NA
Pachyramphus_xanthogenys,NA,NA,DQ363961,NA,NA,NA,NA,NA,NA,NA
Padda_oryzivora,AY495405,NA,NA,NA,NA,NA,AY494583 - fib intron 7,NA,GU816937,GU816912
Pagodroma_nivea,AF076071,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pagophila_eburnea,EF373147,DQ433862,EF373255,NA,EF373198,NA,NA,FM210012,NA,NA
Palmeria_dolei,AF015761,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pandion_haliaetus,NC_008550,NC_008550,NC_008550,NC_008550,EF078706,EU739289,AY987162 - intron 7,NA,EU740003,EF552732
Panterpe_insignis,NA,NA,AY830509,NA,NA,NA,AY830660 - Bfib intron 7,NA,NA,NA
Papasula_abbotti,U90000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parabuteo_unicinctus,AY987331,AY666176,AY987153,NA,EF078752,GQ265082,NA,NA,NA,NA
Paradigalla_brevicauda,GQ334227,NA,NA,NA,NA,NA,NA,GQ334299,NA,GQ334264
Paradigalla_carunculata,GQ334226,NA,NA,NA,NA,NA,NA,GQ334298,NA,GQ334263
Paradisaea_apoda,GQ334252,NA,NA,NA,NA,NA,NA,GQ334323,NA,GQ334288
Paradisaea_decora,GQ334256,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paradisaea_guilielmi,GQ334257,NA,NA,NA,NA,NA,NA,GQ334327,NA,GQ334292
Paradisaea_minor,U25737,NA,NA,NA,NA,NA,NA,GQ334325,NA,GQ334290
Paradisaea_raggiana,U25738,NA,EF592295,NA,AY057014,NA,NA,GQ334324,NA,GQ334289
Paradisaea_rubra,U25736,NA,NA,NA,NA,NA,NA,GQ334326,NA,GQ334291
Paradisaea_rudolphi,U15203,NA,NA,NA,NA,NA,NA,GQ334328,NA,GQ334293
Paradoxornis_alphonsianus,FN552164,FN552128,NA,NA,NA,NA,NA,NA,NA,NA
Paradoxornis_davidianus,AF484872,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paradoxornis_gularis,AF484873,NA,NA,NA,AY319994,NA,NA,FJ357883,FJ357953,FJ358052
Paradoxornis_guttaticollis,DQ008488,EU447059,NA,NA,EU447150,NA,NA,NA,DQ008539,NA
Paradoxornis_nipalensis,AF484875,NA,DQ861981,NA,FJ358119,NA,NA,FJ357884,FJ357955,FJ358053
Paradoxornis_webbianus,DQ119528,EF515796,NA,NA,NA,EU680669,NA,NA,EU680588,EU680748
Paramythia_montium,NA,NA,NA,NA,AY443312,NA,NA,NA,NA,NA
Pardalotus_punctatus,AY488397,NA,AY488321,NA,AY443313,AY488478,NA,NA,NA,NA
Pardalotus_rubricatus,NA,NA,GU825921,NA,NA,NA,NA,NA,NA,NA
Pardalotus_striatus,AF197847,NA,AY488322,NA,AY057015,AY488479,NA,NA,NA,NA
Pardirallus_sanguinolentus,NA,FJ027940,NA,NA,NA,NA,NA,NA,NA,NA
Parkerthraustes_humeralis,EF530024,NA,EF529917,NA,NA,NA,NA,NA,NA,NA
Parmoptila_jamesoni,NA,NA,AY136611,NA,NA,NA,NA,NA,NA,NA
Paroaria_baeri,FJ715683,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paroaria_capitata,EF529977,FJ027941,EF529863,NA,NA,NA,NA,NA,NA,NA
Paroaria_coronata,AF447371,FJ027952,EU648049,NA,NA,NA,NA,NA,NA,NA
Paroaria_dominicana,EF529994,NA,EF529880,NA,NA,NA,NA,NA,NA,NA
Paroaria_gularis,FJ715676,NA,EU648050,NA,NA,NA,NA,NA,NA,NA
Parophasma_galinieri,NA,NA,NA,NA,FJ358121,NA,NA,FJ357886,FJ357956,FJ358055
Paroreomyza_montana,AF015759,NA,FJ266302,NA,FJ266135,NA,NA,FJ266098,NA,NA
Parotia_carolae,GQ334234,NA,NA,NA,NA,NA,NA,GQ334306,NA,GQ334271
Parotia_helenae,GQ334236,NA,NA,NA,NA,NA,NA,GQ334308,NA,GQ334273
Parotia_lawesii,U25734,NA,NA,NA,NA,NA,NA,GQ334307,NA,GQ334272
Parotia_sefilata,GQ334233,NA,NA,NA,NA,NA,NA,GQ334305,NA,GQ334270
Parotia_wahnesi,GQ334237,NA,NA,NA,NA,NA,NA,GQ334309,NA,GQ334274
Parula_americana,AF256503,AY666442,AF256495,NA,AY057016,EU815716,NA,NA,GU932296,NA
Parula_gutturalis,AF256507,AF256517,AF256499,NA,NA,GU931934,NA,NA,GU932255,NA
Parula_pitiayumi,AY216822,AY030189,AF256500,AY030168,AY228025,GU931976,NA,NA,GU932297,NA
Parula_superciliosa,AF256506,AF256515,AF256497,NA,NA,GU931935,NA,NA,GU932256,NA
Parus_afer,AY308731,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_albiventris,AF347965,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_amabilis,AY308730,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_ater,AF347959,FJ808640,NA,NA,NA,NA,NA,NA,NA,NA
Parus_atricapillus,AF347937,DQ434723,NA,NA,NA,NA,NA,NA,NA,NA
Parus_caeruleus,AF347961,GQ481668,NA,NA,NA,NA,NA,NA,NA,NA
Parus_carolinensis,AF347940,DQ433130,NA,NA,NA,NA,NA,NA,NA,NA
Parus_cinctus,AF347950,DQ433972,NA,NA,NA,NA,NA,NA,NA,NA
Parus_cristatus,AF347954,GQ482101,NA,NA,EF568255,NA,NA,NA,NA,NA
Parus_cyanus,AF347966,GQ481681,NA,NA,NA,NA,NA,NA,NA,NA
Parus_davidi,AF347953,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_dichrous,AF347955,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_elegans,AF347964,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_fasciiventer,AY308728,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_funereus,AY308732,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_gambeli,AF347939,DQ433973,DQ989028,NA,NA,NA,NA,NA,NA,NA
Parus_holsti,AY308724,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_hudsonicus,AF347949,DQ433980,NA,NA,NA,NA,NA,NA,NA,NA
Parus_lugubris,AF347951,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_major,EU167009,EF515798,AY732642,NA,AY443314,DQ320586,AY494590 - fib intron 7,EU272098,AY228310,EU680749
Parus_montanus,DQ792792,GQ482542,AY732882,NA,NA,NA,NA,NA,NA,NA
Parus_monticolus,AF347963,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_niger,AF347967,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_palustris,DQ792788,GQ482550,AY734248,NA,EF568256,NA,NA,NA,NA,NA
Parus_rubidiventris,AY308725,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_rufescens,AF347948,DQ433985,NA,NA,NA,NA,NA,NA,NA,NA
Parus_rufiventris,AY308723,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_rufonuchalis,AY308729,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_sclateri,AF347947,DQ433134,NA,NA,NA,NA,NA,NA,NA,NA
Parus_spilonotus,AY308726,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_superciliosus,AF347952,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_varius,AB239510,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_venustulus,DQ217861,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus_xanthogenys,AY308734,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passer_ammodendri,AF230905,GQ482307,NA,NA,NA,NA,NA,NA,NA,NA
Passer_domesticus,AY030117,DQ434705,EF449664,AY030163,EF568263,NA,AY494571 - fib intron 7,NA,EF449710,NA
Passer_flaveolus,L77904,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passer_griseus,AF230908,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passer_hispaniolensis,AF230909,GQ482315,NA,NA,NA,NA,NA,NA,NA,NA
Passer_insularis,EU478434,NA,NA,EU478414,NA,NA,NA,NA,NA,NA
Passer_luteus,AY495394,NA,NA,NA,NA,NA,AY494572 - fib intron 7,NA,GU816938,GU816913
Passer_melanurus,AF230910,NA,AY329431,NA,NA,NA,NA,NA,NA,NA
Passer_montanus,AY030118,AY666248,AY030144,AY030164,AF143738,EU739290,EU739455 extraction,AY336586,AY228311,EU325847
Passer_rutilans,AF230912,GQ482327,NA,NA,NA,NA,NA,NA,NA,NA
Passerculus_sandwichensis,DQ459513,DQ434701,DQ459533,NA,NA,NA,NA,NA,NA,EU325844
Passerella_iliaca,AY124544,DQ434707,FJ547325,NA,EF568271,NA,NA,NA,NA,NA
Passerina_amoena,AF301451,DQ433875,EF529886,EU859410,NA,NA,NA,EU191777,EU191801,EU191809
Passerina_caerulea,AF301448,DQ433063,EF529882,NA,NA,NA,NA,EU191779,EU191803,EU191810
Passerina_ciris,AF301458,DQ433882,EF529883,NA,NA,NA,NA,NA,NA,NA
Passerina_cyanea,AF301446,DQ434711,AF290111,EU859632,NA,NA,NA,EU191775,EU191798,EU191807
Passerina_leclancherii,AF301454,NA,EF529887,NA,NA,NA,NA,NA,NA,NA
Passerina_rositae,AF301453,NA,EF529884,NA,NA,NA,NA,EU191780,EU191804,EU191812
Passerina_versicolor,AF301457,DQ433884,EF529888,NA,NA,NA,NA,NA,NA,NA
Patagioenas_araucana,NA,FJ027968,NA,NA,NA,NA,NA,NA,NA,NA
Patagioenas_cayennensis,NA,FJ027970,NA,NA,NA,NA,NA,NA,NA,NA
Patagioenas_fasciata,AF353414,DQ433886,AF353443,NA,NA,NA,AF353465 extraction (reversed),NA,NA,NA
Patagioenas_flavirostris,AY443656,DQ433887,NA,NA,NA,NA,AY443678 - intron 7,NA,NA,NA
Patagioenas_leucocephala,AF182689,NA,AY274070,NA,NA,NA,AF182656,NA,NA,NA
Patagioenas_maculosa,NA,FJ027971,NA,NA,NA,NA,NA,NA,NA,NA
Patagioenas_oenops,AF182690,NA,AF353440,NA,NA,NA,AF182657 (reversed),NA,NA,NA
Patagioenas_picazuro,NA,FJ027978,NA,NA,NA,NA,NA,NA,NA,NA
Patagioenas_plumbea,AF182691,AF279736,AF251547,NA,NA,NA,AF182658 (reversed),NA,NA,NA
Patagioenas_speciosa,AF279711,EF373385,EF373347,NA,EF373518,NA,AF279721 extraction (reversed),NA,NA,NA
Patagioenas_squamosa,AY443657,NA,NA,NA,NA,NA,AY443679 - intron 7,NA,NA,NA
Patagioenas_subvinacea,AF182692,NA,AF353439,NA,NA,NA,AF182659 (reversed),NA,NA,NA
Patagona_gigas,NA,FJ027981,AY830510,NA,NA,NA,AY830661 - Bfib intron 7,NA,NA,GU167051
Pauxi_pauxi,AF068190,AF165497,AY140750,NA,AY140778,NA,NA,NA,NA,NA
Pauxi_unicornis,AY141929,NA,AY141939,NA,NA,NA,NA,NA,NA,NA
Pavo_cristatus,DQ010647,GQ922611,AF394612,NA,NA,NA,AY952659,AY952726,NA,NA
Pavo_muticus,EU417811,EU417811,EU417811,EU417811,NA,NA,EF569465,NA,NA,NA
Pedionomus_torquatus,DQ385225,DQ385174,DQ385089,DQ385106,AY228789,EU739291,AY695174,NA,EU740005,NA
Pelagodroma_marina,AF076072,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelargopsis_capensis,NA,NA,DQ111849,NA,DQ111810,NA,NA,NA,DQ640797,NA
Pelecanoides_garnotii,AF076073,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelecanoides_georgicus,AF076074,FJ027983,NA,NA,NA,NA,NA,NA,NA,NA
Pelecanoides_magellani,AF076075,FJ027985,NA,NA,NA,NA,NA,NA,NA,NA
Pelecanoides_urinatrix,AF076076,NA,NA,NA,DQ881818,EU739292,DQ881977,NA,EU740006,DQ881760
Pelecanus_conspicillatus,DQ780883,DQ780883,DQ780883,DQ780883,NA,NA,NA,NA,NA,NA
Pelecanus_crispus,NA,NA,NA,NA,NA,NA,EF552775 - intron 7,NA,NA,EF552733
Pelecanus_erythrorhynchos,U08938,DQ433889,NA,NA,NA,NA,AY695217,NA,NA,NA
Pelecanus_occidentalis,U83160,DQ433067,NA,AY567934,NA,EU739293,EU739458,AF339345,EU740007,NA
Pelecanus_onocrotalus,U83157,FJ808639,NA,NA,DQ881819,NA,DQ881978,NA,DQ881863,DQ881761
Francolinus_coqui,AM236895,NA,DQ768278,NA,NA,NA,NA,NA,NA,NA
Francolinus_lathami,AM236893,NA,DQ768257,NA,NA,NA,NA,NA,NA,NA
Pellorneum_capistratum,NA,NA,FJ460772,FJ460840,NA,NA,NA,NA,NA,NA
Pellorneum_ruficeps,AF094632,NA,DQ861988,NA,FJ358122,NA,NA,FJ357887,FJ357957,FJ358056
Peltops_blainvillii,FJ821135,NA,NA,NA,FJ821065,NA,NA,NA,FJ821099,NA
Penelope_argyrotis,AY659803,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penelope_jacquacu,AY659801,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penelope_montagnii,AY659802,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penelope_obscura,AF165474,AF165498,AY140742,NA,AY140770,NA,NA,NA,NA,NA
Penelope_ochrogaster,AY367101,NA,AY367089,NA,NA,NA,NA,NA,NA,NA
Penelope_purpurascens,AY659800,NA,AY367097,NA,NA,NA,NA,NA,NA,NA
